Id,type,label,Parent
0,File,D:/ENRE-other/enre-py/tests/cases/_call/_firstorderclasscall/test_first_order_class_call.py,-1
1,Class,Base,0
2,Function,__init__,1
3,Variable,base,0
4,Function,create_class,0
5,Class,Difficult,4
6,Variable,cls,0
7,Variable,difficult_obj,0
