Id,type,label,Parent
0,File,D:/ENRE-other/enre-py/tests/cases/_define/_moduleleveldefine/test_module_level_define.py,-1
1,Class,Base,0
2,Function,__init__,1
3,Class,Inherit,0
4,Function,__init__,3
5,Function,func1,0
6,Variable,x,0
7,Variable,t1,0
8,Variable,t2,0
