Id,type,label,Parent
0,File,D:/ENRE-other/enre-py/tests/cases/_call/_testdecoratorcall/test_decorator_call.py,-1
1,Function,f1,0
3,Function,wrap,1
5,Function,f2,0
7,Function,func,0
