Id,type,label,Parent
0,File,D:/ENRE-other/enre-py/tests/cases/_classdefinition/_inheritglobalclassdefinition/file0.py,-1
1,Class,Base,0
2,Function,__init__,1
3,Class,Inherit,0
4,Function,__init__,3
