Id,type,label,Parent
0,File,D:/ENRE-other/enre-py/tests/cases/_annotate/_annotation/test_annotation.py,-1
1,Class,ClassA,0
2,Function,__init__,1
3,Function,int_identity,0
5,Class,ClassB,0
6,Function,__init__,5
